group	cluster	cluster_start	cluster_end	seqnames	strand	cluster_width	cluster_peak	cluster_total_count	hpi	cell_line	meta_cluster
C6_4h	77	10432	10432	LT934125.1	+	1	10432	525.486075	4h	C6	83
PK_15_4h	78	10667	10667	LT934125.1	+	1	10667	40.594301	4h	PK_15	84
PK_15_4h	79	10782	10782	LT934125.1	+	1	10782	40.594301	4h	PK_15	85
C6_8h	80	10882	10882	LT934125.1	+	1	10882	32.2841	8h	C6	86
C6_8h	81	11002	11002	LT934125.1	+	1	11002	32.2841	8h	C6	87
PC_12_8h	81	11002	11002	LT934125.1	+	1	11002	31.349928	8h	PC_12	87
C6_6h	82	11078	11078	LT934125.1	+	1	11078	86.244071	6h	C6	88
PC_12_4h	83	11166	11166	LT934125.1	+	1	11166	100.38145	4h	PC_12	89
PC_12_8h	84	11290	11319	LT934125.1	+	30	11290	62.699856	8h	PC_12	90
PC_12_6h	85	11321	11321	LT934125.1	+	1	11321	26.651031	6h	PC_12	91
C6_6h	86	11498	11498	LT934125.1	+	1	11498	86.244071	6h	C6	92
C6_12h	87	11788	11798	LT934125.1	+	11	11793	825.238305	12h	C6	93
PC_12_8h	87	11788	11795	LT934125.1	+	8	11794	250.799424	8h	PC_12	93
PK_15_12h	87	11788	11800	LT934125.1	+	13	11793	697.940505	12h	PK_15	93
PK_15_8h	87	11788	11798	LT934125.1	+	11	11793	543.862036	8h	PK_15	93
C6_8h	87	11789	11806	LT934125.1	+	18	11792	225.9887	8h	C6	93
PC_12_12h	87	11791	11798	LT934125.1	+	8	11793	546.048993	12h	PC_12	93
PC_12_6h	87	11791	11794	LT934125.1	+	4	11794	346.463409	6h	PC_12	93
PK_15_6h	87	11791	11826	LT934125.1	+	36	11792	387.099895	6h	PK_15	93
PK_15_4h	87	11792	11792	LT934125.1	+	1	11792	40.594301	4h	PK_15	93
C6_6h	88	11913	11913	LT934125.1	+	1	11913	86.244071	6h	C6	94
C6_12h	88	11919	11919	LT934125.1	+	1	11919	20.980635	12h	C6	95
PK_15_8h	89	11990	11990	LT934125.1	+	1	11990	13.157952	8h	PK_15	96
PK_15_12h	90	12015	12015	LT934125.1	+	1	12015	16.018307	12h	PK_15	97
C6_6h	90	12017	12017	LT934125.1	+	1	12017	86.244071	6h	C6	98
C6_8h	90	12039	12039	LT934125.1	+	1	12039	32.2841	8h	C6	99
PC_12_8h	90	12043	12043	LT934125.1	+	1	12043	31.349928	8h	PC_12	100
PK_15_4h	90	12043	12043	LT934125.1	+	1	12043	40.594301	4h	PK_15	100
PC_12_12h	90	12066	12066	LT934125.1	+	1	12066	27.30245	12h	PC_12	101
PK_15_2h	91	12097	12097	LT934125.1	+	1	12097	362.056481	2h	PK_15	102
PK_15_6h	91	12099	12099	LT934125.1	+	1	12099	16.129162	6h	PK_15	103
PC_12_6h	92	12127	12127	LT934125.1	+	1	12127	26.651031	6h	PC_12	104
PK_15_4h	93	12183	12183	LT934125.1	+	1	12183	40.594301	4h	PK_15	105
C6_12h	93	12196	12196	LT934125.1	+	1	12196	20.980635	12h	C6	106
C6_6h	93	12196	12196	LT934125.1	+	1	12196	86.244071	6h	C6	106
PC_12_4h	93	12208	12208	LT934125.1	+	1	12208	100.38145	4h	PC_12	107
PK_15_8h	93	12208	12208	LT934125.1	+	1	12208	13.157952	8h	PK_15	107
PC_12_8h	94	12242	12242	LT934125.1	+	1	12242	31.349928	8h	PC_12	108
PC_12_6h	94	12262	12262	LT934125.1	+	1	12262	26.651031	6h	PC_12	109
PK_15_6h	95	12297	12297	LT934125.1	+	1	12297	16.129162	6h	PK_15	110
C6_8h	96	12327	12327	LT934125.1	+	1	12327	32.2841	8h	C6	111
PC_12_4h	97	12392	12392	LT934125.1	+	1	12392	100.38145	4h	PC_12	112
PC_12_6h	98	12425	12425	LT934125.1	+	1	12425	26.651031	6h	PC_12	113
C6_8h	99	12604	12604	LT934125.1	+	1	12604	32.2841	8h	C6	114
PC_12_8h	99	12604	12604	LT934125.1	+	1	12604	31.349928	8h	PC_12	114
PK_15_6h	99	12604	12604	LT934125.1	+	1	12604	24.193743	6h	PK_15	114
PC_12_12h	100	12714	12714	LT934125.1	+	1	12714	20.476837	12h	PC_12	115
PC_12_6h	101	12744	12744	LT934125.1	+	1	12744	26.651031	6h	PC_12	116
C6_4h	101	12762	12762	LT934125.1	+	1	12762	525.486075	4h	C6	117
PC_12_8h	101	12770	12770	LT934125.1	+	1	12770	31.349928	8h	PC_12	118
PK_15_6h	101	12770	12770	LT934125.1	+	1	12770	16.129162	6h	PK_15	118
C6_6h	102	12800	12800	LT934125.1	+	1	12800	86.244071	6h	C6	119
PC_12_4h	103	12834	12834	LT934125.1	+	1	12834	100.38145	4h	PC_12	120
C6_8h	104	12874	12874	LT934125.1	+	1	12874	32.2841	8h	C6	121
PK_15_4h	104	12891	12891	LT934125.1	+	1	12891	40.594301	4h	PK_15	122
C6_6h	105	12978	12978	LT934125.1	+	1	12978	86.244071	6h	C6	123
C6_8h	106	13035	13035	LT934125.1	+	1	13035	32.2841	8h	C6	124
PK_15_6h	107	13081	13081	LT934125.1	+	1	13081	16.129162	6h	PK_15	125
PC_12_6h	107	13104	13104	LT934125.1	+	1	13104	26.651031	6h	PC_12	126
PC_12_12h	107	13117	13117	LT934125.1	+	1	13117	20.476837	12h	PC_12	127
PC_12_8h	108	13175	13188	LT934125.1	+	14	13175	94.049784	8h	PC_12	128
C6_6h	109	13256	13263	LT934125.1	+	8	13256	172.488142	6h	C6	129
PK_15_6h	109	13256	13256	LT934125.1	+	1	13256	16.129162	6h	PK_15	129
C6_8h	109	13263	13263	LT934125.1	+	1	13263	32.2841	8h	C6	129
PK_15_12h	109	13263	13263	LT934125.1	+	1	13263	20.594966	12h	PK_15	129
C6_12h	110	13296	13296	LT934125.1	+	1	13296	27.97418	12h	C6	130
PK_15_4h	110	13300	13300	LT934125.1	+	1	13300	40.594301	4h	PK_15	131
PK_15_2h	111	13343	13343	LT934125.1	+	1	13343	362.056481	2h	PK_15	132
C6_8h	112	13373	13373	LT934125.1	+	1	13373	32.2841	8h	C6	133
PC_12_8h	112	13392	13392	LT934125.1	+	1	13392	31.349928	8h	PC_12	134
PC_12_2h	113	13440	13440	LT934125.1	+	1	13440	667.111408	2h	PC_12	135
C6_1h	113	13455	13458	LT934125.1	+	4	13455	3081.664098	1h	C6	136
C6_12h	113	13458	13458	LT934125.1	+	1	13458	20.980635	12h	C6	136
PC_12_12h	113	13458	13458	LT934125.1	+	1	13458	20.476837	12h	PC_12	136
C6_8h	114	13510	13510	LT934125.1	+	1	13510	32.2841	8h	C6	137
C6_6h	114	13521	13521	LT934125.1	+	1	13521	86.244071	6h	C6	138
PK_15_8h	114	13521	13521	LT934125.1	+	1	13521	17.543937	8h	PK_15	138
PC_12_6h	114	13539	13539	LT934125.1	+	1	13539	26.651031	6h	PC_12	139
PK_15_6h	114	13539	13539	LT934125.1	+	1	13539	16.129162	6h	PK_15	139
PK_15_12h	115	13569	13580	LT934125.1	+	12	13569	43.478261	12h	PK_15	140
PC_12_8h	115	13580	13580	LT934125.1	+	1	13580	31.349928	8h	PC_12	140
PC_12_6h	116	13697	13697	LT934125.1	+	1	13697	26.651031	6h	PC_12	141
C6_6h	116	13720	13720	LT934125.1	+	1	13720	86.244071	6h	C6	142
PK_15_6h	117	13764	13793	LT934125.1	+	30	13793	40.322905	6h	PK_15	143
PC_12_8h	117	13806	13810	LT934125.1	+	5	13806	62.699856	8h	PC_12	144
PK_15_4h	118	13855	13855	LT934125.1	+	1	13855	40.594301	4h	PK_15	145
PC_12_12h	119	13906	13906	LT934125.1	+	1	13906	20.476837	12h	PC_12	146
C6_8h	120	14016	14051	LT934125.1	+	36	14048	12203.389829	8h	C6	147
C6_6h	120	14022	14051	LT934125.1	+	30	14048	20612.332903	6h	C6	147
PC_12_8h	120	14040	14051	LT934125.1	+	12	14048	5454.887455	8h	PC_12	147
C6_12h	120	14042	14051	LT934125.1	+	10	14048	19043.422921	12h	C6	147
PC_12_12h	120	14042	14051	LT934125.1	+	10	14048	5399.059431	12h	PC_12	147
PC_12_4h	120	14042	14050	LT934125.1	+	9	14048	13451.114236	4h	PC_12	147
PC_12_6h	120	14042	14048	LT934125.1	+	7	14048	12632.58888	6h	PC_12	147
PK_15_12h	120	14042	14051	LT934125.1	+	10	14048	6974.828375	12h	PK_15	147
PK_15_4h	120	14042	14051	LT934125.1	+	10	14048	9133.717626	4h	PK_15	147
PK_15_6h	120	14042	14051	LT934125.1	+	10	14048	8153.291559	6h	PK_15	147
PK_15_8h	120	14042	14051	LT934125.1	+	10	14048	8403.54563	8h	PK_15	147
C6_4h	120	14044	14053	LT934125.1	+	10	14048	18392.012613	4h	C6	147
PK_15_2h	120	14047	14054	LT934125.1	+	8	14048	8689.355539	2h	PK_15	147
C6_1h	120	14048	14054	LT934125.1	+	7	14048	16949.152542	1h	C6	147
C6_2h	120	14048	14051	LT934125.1	+	4	14048	5861.664713	2h	C6	147
NRK_1h	120	14048	14049	LT934125.1	+	2	14048	30303.030303	1h	NRK	147
NRK_2h	120	14048	14048	LT934125.1	+	1	14048	3236.245955	2h	NRK	147
PC_12_1.5h	120	14048	14048	LT934125.1	+	1	14048	6637.168142	1.5h	PC_12	147
PC_12_1h	120	14048	14048	LT934125.1	+	1	14048	4454.342984	1h	PC_12	147
PC_12_2.5h	120	14048	14048	LT934125.1	+	1	14048	2220.57735	2.5h	PC_12	147
PC_12_2h	120	14048	14051	LT934125.1	+	4	14048	7338.225484	2h	PC_12	147
PC_12_8h	121	14212	14238	LT934125.1	+	27	14214	156.74964	8h	PC_12	148
C6_8h	122	14245	14245	LT934125.1	+	1	14245	32.2841	8h	C6	149
C6_12h	123	14352	14379	LT934125.1	+	28	14352	41.96127	12h	C6	150
PK_15_12h	123	14370	14370	LT934125.1	+	1	14370	16.018307	12h	PK_15	150
PK_15_2h	123	14370	14370	LT934125.1	+	1	14370	362.056481	2h	PK_15	150
PK_15_6h	123	14370	14370	LT934125.1	+	1	14370	24.193743	6h	PK_15	150
C6_8h	124	14435	14457	LT934125.1	+	23	14457	129.1364	8h	C6	151
PK_15_4h	124	14439	14439	LT934125.1	+	1	14439	40.594301	4h	PK_15	151
PK_15_8h	124	14439	14439	LT934125.1	+	1	14439	13.157952	8h	PK_15	151
PC_12_4h	124	14443	14443	LT934125.1	+	1	14443	100.38145	4h	PC_12	151
C6_12h	124	14457	14457	LT934125.1	+	1	14457	34.967725	12h	C6	151
PC_12_2.5h	125	14520	14520	LT934125.1	+	1	14520	740.19245	2.5h	PC_12	152
PK_15_12h	125	14541	14560	LT934125.1	+	20	14560	50.34325	12h	PK_15	153
PK_15_4h	125	14541	14541	LT934125.1	+	1	14541	40.594301	4h	PK_15	153
PK_15_6h	125	14541	14586	LT934125.1	+	46	14541	64.516648	6h	PK_15	153
PK_15_8h	125	14541	14560	LT934125.1	+	20	14541	26.315904	8h	PK_15	153
C6_12h	125	14546	14560	LT934125.1	+	15	14560	69.93545	12h	C6	153
PC_12_8h	126	14613	14670	LT934125.1	+	58	14670	282.149352	8h	PC_12	154
PC_12_6h	126	14648	14724	LT934125.1	+	77	14670	186.557218	6h	PC_12	154
C6_4h	126	14664	14664	LT934125.1	+	1	14664	525.486075	4h	C6	154
C6_12h	126	14670	14676	LT934125.1	+	7	14670	167.845079	12h	C6	154
C6_1h	126	14671	14671	LT934125.1	+	1	14671	1540.832049	1h	C6	154
PC_12_2.5h	126	14694	14694	LT934125.1	+	1	14694	740.19245	2.5h	PC_12	154
PC_12_12h	126	14724	14724	LT934125.1	+	1	14724	47.779287	12h	PC_12	154
PK_15_12h	128	14724	14859	LT934125.1	+	136	14818	169.336385	12h	PK_15	154
C6_6h	126	14745	14753	LT934125.1	+	9	14745	172.488142	6h	C6	154
PC_12_4h	127	14782	14782	LT934125.1	+	1	14782	200.762899	4h	PC_12	154
C6_8h	129	14847	14847	LT934125.1	+	1	14847	64.5682	8h	C6	154
PK_15_2h	129	14853	14853	LT934125.1	+	1	14853	362.056481	2h	PK_15	154
PK_15_8h	129	14853	14859	LT934125.1	+	7	14853	48.245826	8h	PK_15	154
PK_15_6h	129	14859	14859	LT934125.1	+	1	14859	40.322906	6h	PK_15	154
C6_4h	129	14860	14860	LT934125.1	+	1	14860	525.486075	4h	C6	155
PC_12_8h	130	14888	14910	LT934125.1	+	23	14910	94.049784	8h	PC_12	156
PK_15_12h	130	14895	14953	LT934125.1	+	59	14930	173.913045	12h	PK_15	156
C6_12h	130	14910	14953	LT934125.1	+	44	14930	153.85799	12h	C6	156
PC_12_12h	130	14910	14910	LT934125.1	+	1	14910	54.604899	12h	PC_12	156
C6_8h	131	15013	15064	LT934125.1	+	52	15030	161.4205	8h	C6	157
PC_12_6h	131	15039	15180	LT934125.1	+	142	15039	346.463405	6h	PC_12	157
PK_15_4h	131	15059	15059	LT934125.1	+	1	15059	40.594301	4h	PK_15	157
C6_6h	132	15099	15114	LT934125.1	+	16	15099	258.732212	6h	C6	157
PC_12_12h	133	15113	15170	LT934125.1	+	58	15136	156.989085	12h	PC_12	157
PK_15_12h	133	15136	15306	LT934125.1	+	171	15170	361.556064	12h	PK_15	157
PK_15_8h	133	15144	15180	LT934125.1	+	37	15170	78.947715	8h	PK_15	157
PC_12_2h	133	15153	15153	LT934125.1	+	1	15153	667.111408	2h	PC_12	157
PK_15_2h	133	15153	15153	LT934125.1	+	1	15153	362.056481	2h	PK_15	157
PC_12_8h	133	15162	15324	LT934125.1	+	163	15185	564.298704	8h	PC_12	157
C6_12h	133	15170	15287	LT934125.1	+	118	15170	426.606245	12h	C6	157
PK_15_6h	133	15170	15170	LT934125.1	+	1	15170	48.387487	6h	PK_15	157
PC_12_4h	133	15180	15200	LT934125.1	+	21	15200	301.144349	4h	PC_12	157
PK_15_6h	134	15241	15287	LT934125.1	+	47	15270	104.839555	6h	PK_15	157
PC_12_2.5h	134	15249	15249	LT934125.1	+	1	15249	740.19245	2.5h	PC_12	157
C6_8h	134	15270	15306	LT934125.1	+	37	15292	161.4205	8h	C6	157
C6_6h	134	15287	15287	LT934125.1	+	1	15287	172.488141	6h	C6	157
PC_12_12h	134	15287	15287	LT934125.1	+	1	15287	47.779287	12h	PC_12	157
C6_4h	135	15344	15344	LT934125.1	+	1	15344	525.486075	4h	C6	158
PK_15_2h	136	15414	15414	LT934125.1	+	1	15414	362.056481	2h	PK_15	159
PC_12_6h	137	15429	15560	LT934125.1	+	132	15483	293.161342	6h	PC_12	160
PK_15_6h	136	15429	15434	LT934125.1	+	6	15434	56.452068	6h	PK_15	160
PK_15_8h	136	15434	15434	LT934125.1	+	1	15434	13.157952	8h	PK_15	160
PC_12_12h	137	15468	15495	LT934125.1	+	28	15468	75.081736	12h	PC_12	160
PK_15_4h	137	15477	15477	LT934125.1	+	1	15477	40.594301	4h	PK_15	160
PC_12_4h	138	15527	15527	LT934125.1	+	1	15527	100.38145	4h	PC_12	160
C6_6h	138	15528	15528	LT934125.1	+	1	15528	86.244071	6h	C6	160
PK_15_12h	141	15583	15892	LT934125.1	+	310	15836	1242.562928	12h	PK_15	161
PC_12_6h	139	15591	15597	LT934125.1	+	7	15597	79.953094	6h	PC_12	161
PK_15_6h	139	15591	15621	LT934125.1	+	31	15621	96.774973	6h	PK_15	161
C6_12h	139	15597	15655	LT934125.1	+	59	15618	181.83217	12h	C6	161
C6_8h	139	15615	15638	LT934125.1	+	24	15629	193.7046	8h	C6	161
C6_2h	139	15618	15618	LT934125.1	+	1	15618	1172.332943	2h	C6	161
PK_15_4h	139	15638	15646	LT934125.1	+	9	15638	81.188602	4h	PK_15	161
PC_12_8h	139	15639	15709	LT934125.1	+	71	15646	470.24892	8h	PC_12	161
PC_12_0.5h	139	15646	15646	LT934125.1	+	1	15646	32258.064516	0.5h	PC_12	161
PC_12_2h	139	15655	15655	LT934125.1	+	1	15655	667.111408	2h	PC_12	161
PK_15_2h	139	15667	15667	LT934125.1	+	1	15667	362.056481	2h	PK_15	161
C6_1h	139	15675	15678	LT934125.1	+	4	15675	3081.664098	1h	C6	161
C6_8h	140	15675	15787	LT934125.1	+	113	15732	419.6933	8h	C6	161
PC_12_1.5h	139	15678	15678	LT934125.1	+	1	15678	2212.389381	1.5h	PC_12	161
PC_12_12h	141	15709	15973	LT934125.1	+	265	15856	703.038078	12h	PC_12	161
PK_15_8h	140	15709	15751	LT934125.1	+	43	15750	114.035588	8h	PK_15	161
C6_12h	140	15748	15750	LT934125.1	+	3	15750	90.916085	12h	C6	161
PC_12_8h	141	15773	15890	LT934125.1	+	118	15836	783.7482	8h	PC_12	161
PC_12_2.5h	141	15834	15834	LT934125.1	+	1	15834	740.19245	2.5h	PC_12	161
C6_2h	141	15836	15836	LT934125.1	+	1	15836	1172.332943	2h	C6	161
PC_12_4h	141	15838	15856	LT934125.1	+	19	15838	200.7629	4h	PC_12	161
PC_12_8h	142	15926	16128	LT934125.1	+	203	15926	971.847768	8h	PC_12	161
C6_12h	143	15962	15962	LT934125.1	+	1	15962	76.928995	12h	C6	161
PK_15_2h	144	16013	16013	LT934125.1	+	1	16013	362.056481	2h	PK_15	161
PK_15_8h	144	16013	16014	LT934125.1	+	2	16014	78.947715	8h	PK_15	161
C6_6h	144	16014	16038	LT934125.1	+	25	16014	258.732213	6h	C6	161
NRK_2h	144	16014	16014	LT934125.1	+	1	16014	3236.245955	2h	NRK	161
PK_15_4h	144	16037	16052	LT934125.1	+	16	16037	81.188602	4h	PK_15	161
PC_12_12h	144	16052	16069	LT934125.1	+	18	16069	129.686636	12h	PC_12	161
PC_12_2.5h	144	16052	16052	LT934125.1	+	1	16052	740.19245	2.5h	PC_12	161
PK_15_12h	144	16052	16078	LT934125.1	+	27	16052	153.318078	12h	PK_15	161
PK_15_6h	144	16052	16052	LT934125.1	+	1	16052	48.387487	6h	PK_15	161
PC_12_2h	144	16069	16069	LT934125.1	+	1	16069	667.111408	2h	PC_12	161
PC_12_6h	144	16093	16099	LT934125.1	+	7	16093	79.953094	6h	PC_12	161
C6_8h	145	16469	16469	LT934125.1	+	1	16469	32.2841	8h	C6	162
PC_12_8h	145	16489	16489	LT934125.1	+	1	16489	31.349928	8h	PC_12	163
PC_12_8h	146	17305	17323	LT934125.1	+	19	17305	62.699856	8h	PC_12	164
PC_12_6h	147	17333	17333	LT934125.1	+	1	17333	26.651031	6h	PC_12	165
PC_12_8h	148	17519	17519	LT934125.1	+	1	17519	31.349928	8h	PC_12	166
PC_12_6h	149	17644	17644	LT934125.1	+	1	17644	26.651031	6h	PC_12	167
PC_12_8h	149	17646	17647	LT934125.1	+	2	17646	62.699856	8h	PC_12	168
PC_12_12h	149	17647	17647	LT934125.1	+	1	17647	34.128062	12h	PC_12	168
PC_12_4h	149	17647	17647	LT934125.1	+	1	17647	100.38145	4h	PC_12	168
PK_15_4h	149	17647	17647	LT934125.1	+	1	17647	40.594301	4h	PK_15	168
PK_15_8h	149	17647	17647	LT934125.1	+	1	17647	13.157952	8h	PK_15	168
PK_15_4h	150	17914	17914	LT934125.1	+	1	17914	40.594301	4h	PK_15	169
PC_12_8h	151	18005	18005	LT934125.1	+	1	18005	31.349928	8h	PC_12	170
PC_12_8h	152	18534	18534	LT934125.1	+	1	18534	31.349928	8h	PC_12	171
PC_12_6h	153	18587	18587	LT934125.1	+	1	18587	26.651031	6h	PC_12	172
PC_12_8h	154	18758	18758	LT934125.1	+	1	18758	31.349928	8h	PC_12	173
PC_12_12h	155	18853	18870	LT934125.1	+	18	18853	54.6049	12h	PC_12	174
PC_12_6h	155	18870	18870	LT934125.1	+	1	18870	53.302063	6h	PC_12	174
C6_8h	156	18929	18929	LT934125.1	+	1	18929	32.2841	8h	C6	175
PC_12_6h	157	18987	18987	LT934125.1	+	1	18987	26.651031	6h	PC_12	176
C6_8h	158	19067	19084	LT934125.1	+	18	19067	96.8523	8h	C6	177
C6_12h	158	19079	19079	LT934125.1	+	1	19079	69.93545	12h	C6	177
PC_12_12h	158	19079	19079	LT934125.1	+	1	19079	34.128062	12h	PC_12	177
PC_12_8h	158	19079	19079	LT934125.1	+	1	19079	31.349928	8h	PC_12	177
PK_15_12h	158	19079	19079	LT934125.1	+	1	19079	13.729977	12h	PK_15	177
PK_15_6h	158	19079	19079	LT934125.1	+	1	19079	16.129162	6h	PK_15	177
PK_15_8h	158	19079	19079	LT934125.1	+	1	19079	17.543937	8h	PK_15	177
PC_12_2h	159	19137	19137	LT934125.1	+	1	19137	667.111408	2h	PC_12	178
PC_12_6h	160	19175	19175	LT934125.1	+	1	19175	26.651031	6h	PC_12	179
PC_12_8h	161	19447	19447	LT934125.1	+	1	19447	31.349928	8h	PC_12	180
C6_12h	162	19507	19507	LT934125.1	+	1	19507	20.980635	12h	C6	181
PC_12_8h	163	19666	19666	LT934125.1	+	1	19666	31.349928	8h	PC_12	182
PK_15_4h	164	19749	19749	LT934125.1	+	1	19749	40.594301	4h	PK_15	183
C6_8h	165	20988	20988	LT934125.1	+	1	20988	32.2841	8h	C6	184
PK_15_2h	166	21964	21964	LT934125.1	+	1	21964	362.056481	2h	PK_15	185
PK_15_4h	167	22420	22420	LT934125.1	+	1	22420	40.594301	4h	PK_15	186
C6_8h	168	22482	22482	LT934125.1	+	1	22482	32.2841	8h	C6	187
PC_12_6h	169	22683	22683	LT934125.1	+	1	22683	26.651031	6h	PC_12	188
PK_15_4h	169	22684	22687	LT934125.1	+	4	22684	81.188602	4h	PK_15	189
PK_15_6h	169	22684	22684	LT934125.1	+	1	22684	16.129162	6h	PK_15	189
C6_6h	170	22861	22861	LT934125.1	+	1	22861	86.244071	6h	C6	190
PC_12_8h	171	23530	23530	LT934125.1	+	1	23530	31.349928	8h	PC_12	191
C6_6h	172	23570	23570	LT934125.1	+	1	23570	86.244071	6h	C6	192
PC_12_8h	173	23768	23768	LT934125.1	+	1	23768	31.349928	8h	PC_12	193
C6_6h	174	24083	24083	LT934125.1	+	1	24083	86.244071	6h	C6	194
PC_12_8h	175	24227	24227	LT934125.1	+	1	24227	31.349928	8h	PC_12	195
PC_12_6h	176	24389	24389	LT934125.1	+	1	24389	26.651031	6h	PC_12	196
C6_8h	176	24413	24413	LT934125.1	+	1	24413	32.2841	8h	C6	197
PC_12_8h	176	24437	24437	LT934125.1	+	1	24437	62.699856	8h	PC_12	198
PC_12_2h	177	24766	24766	LT934125.1	+	1	24766	667.111408	2h	PC_12	199
C6_12h	178	24824	24824	LT934125.1	+	1	24824	27.97418	12h	C6	200
PC_12_6h	178	24824	24824	LT934125.1	+	1	24824	26.651031	6h	PC_12	200
PK_15_4h	178	24824	24824	LT934125.1	+	1	24824	40.594301	4h	PK_15	200
PC_12_8h	178	24830	24830	LT934125.1	+	1	24830	31.349928	8h	PC_12	201
C6_12h	179	25157	25168	LT934125.1	+	12	25157	62.941905	12h	C6	202
C6_8h	179	25157	25157	LT934125.1	+	1	25157	32.2841	8h	C6	202
PC_12_6h	179	25157	25157	LT934125.1	+	1	25157	79.953094	6h	PC_12	202
PC_12_8h	179	25157	25157	LT934125.1	+	1	25157	31.349928	8h	PC_12	202
C6_6h	179	25174	25174	LT934125.1	+	1	25174	86.244071	6h	C6	203
C6_8h	180	25419	25423	LT934125.1	+	5	25420	258.2728	8h	C6	204
PC_12_6h	180	25419	25420	LT934125.1	+	2	25420	213.208251	6h	PC_12	204
PC_12_8h	180	25419	25424	LT934125.1	+	6	25420	188.099568	8h	PC_12	204
C6_12h	180	25420	25422	LT934125.1	+	3	25420	90.916085	12h	C6	204
C6_1h	180	25420	25424	LT934125.1	+	5	25420	6163.328196	1h	C6	204
C6_6h	180	25420	25424	LT934125.1	+	5	25420	776.196637	6h	C6	204
PC_12_2h	180	25420	25426	LT934125.1	+	7	25420	2668.445631	2h	PC_12	204
PC_12_4h	180	25420	25422	LT934125.1	+	3	25420	301.144349	4h	PC_12	204
PK_15_2h	180	25420	25425	LT934125.1	+	6	25420	1086.169443	2h	PK_15	204
PK_15_4h	180	25420	25423	LT934125.1	+	4	25420	243.565804	4h	PK_15	204
PK_15_6h	180	25420	25422	LT934125.1	+	3	25420	64.516649	6h	PK_15	204
PK_15_8h	180	25420	25425	LT934125.1	+	6	25420	192.983302	8h	PK_15	204
PC_12_1.5h	180	25422	25422	LT934125.1	+	1	25422	2212.389381	1.5h	PC_12	204
PC_12_1h	180	25422	25422	LT934125.1	+	1	25422	2227.171492	1h	PC_12	204
PK_15_2h	181	25715	25715	LT934125.1	+	1	25715	362.056481	2h	PK_15	205
PC_12_4h	182	25770	25770	LT934125.1	+	1	25770	100.38145	4h	PC_12	206
C6_8h	183	25820	25820	LT934125.1	+	1	25820	32.2841	8h	C6	207
PK_15_8h	183	25839	25839	LT934125.1	+	1	25839	17.543937	8h	PK_15	208
C6_6h	183	25840	25840	LT934125.1	+	1	25840	86.244071	6h	C6	209
PK_15_2h	184	25928	25928	LT934125.1	+	1	25928	362.056481	2h	PK_15	210
C6_8h	185	25990	25990	LT934125.1	+	1	25990	32.2841	8h	C6	211
PC_12_6h	185	25993	25993	LT934125.1	+	1	25993	53.302063	6h	PC_12	212
PC_12_8h	185	26001	26001	LT934125.1	+	1	26001	31.349928	8h	PC_12	213
PC_12_6h	186	26094	26094	LT934125.1	+	1	26094	26.651031	6h	PC_12	214
C6_6h	187	26135	26135	LT934125.1	+	1	26135	86.244071	6h	C6	215
PK_15_4h	188	26235	26235	LT934125.1	+	1	26235	40.594301	4h	PK_15	216
PC_12_6h	189	26292	26292	LT934125.1	+	1	26292	53.302063	6h	PC_12	217
PC_12_8h	190	26357	26389	LT934125.1	+	33	26357	125.399712	8h	PC_12	218
PK_15_6h	190	26362	26362	LT934125.1	+	1	26362	16.129162	6h	PK_15	218
PK_15_8h	190	26362	26362	LT934125.1	+	1	26362	13.157952	8h	PK_15	218
C6_8h	190	26366	26369	LT934125.1	+	4	26366	64.5682	8h	C6	218
PK_15_4h	190	26384	26384	LT934125.1	+	1	26384	40.594301	4h	PK_15	218
C6_1h	191	26486	26486	LT934125.1	+	1	26486	1540.832049	1h	C6	219
C6_8h	192	26520	26520	LT934125.1	+	1	26520	32.2841	8h	C6	220
PK_15_2h	193	26583	26583	LT934125.1	+	1	26583	362.056481	2h	PK_15	221
C6_1h	194	26706	26706	LT934125.1	+	1	26706	1540.832049	1h	C6	222
C6_8h	194	26706	26706	LT934125.1	+	1	26706	32.2841	8h	C6	222
C6_4h	195	26760	26760	LT934125.1	+	1	26760	525.486075	4h	C6	223
PC_12_8h	195	26760	26760	LT934125.1	+	1	26760	31.349928	8h	PC_12	223
PK_15_4h	195	26778	26802	LT934125.1	+	25	26778	81.188602	4h	PK_15	224
PC_12_8h	196	26882	26882	LT934125.1	+	1	26882	31.349928	8h	PC_12	225
PC_12_6h	197	26897	26948	LT934125.1	+	52	26930	159.906187	6h	PC_12	226
PC_12_4h	197	26924	26928	LT934125.1	+	5	26924	200.7629	4h	PC_12	226
PC_12_6h	198	27170	27182	LT934125.1	+	13	27170	53.302062	6h	PC_12	227
C6_8h	199	27224	27224	LT934125.1	+	1	27224	32.2841	8h	C6	228
PC_12_8h	199	27242	27242	LT934125.1	+	1	27242	31.349928	8h	PC_12	229
C6_8h	200	27447	27447	LT934125.1	+	1	27447	32.2841	8h	C6	230
PC_12_6h	201	27524	27536	LT934125.1	+	13	27524	53.302062	6h	PC_12	231
PC_12_8h	201	27536	27550	LT934125.1	+	15	27548	156.74964	8h	PC_12	231
C6_12h	201	27548	27548	LT934125.1	+	1	27548	27.97418	12h	C6	231
C6_8h	201	27548	27548	LT934125.1	+	1	27548	32.2841	8h	C6	231
PC_12_2.5h	202	27612	27612	LT934125.1	+	1	27612	740.19245	2.5h	PC_12	232
