hpi	cell_line	seqnames	strand	cluster	cluster_start	cluster_end	cluster_peak	cluster_width	cluster_total_count	cluster_ratio	meta_cluster
8h	PC-12	LT934125.1	-	467	119033	119070	119058	38	18	0.000564298702112985	69
8h	PC-12	LT934125.1	-	473	119841	119935	119923	95	26	0.000815098125274312	70
12h	PC-12	LT934125.1	-	726	119896	119937	119910	42	121	0.000825899103797088	70
8h	C6	LT934125.1	-	383	119910	119992	119910	83	18	0.000581113801452785	70
12h	PC-12	LT934125.1	-	730	120393	120442	120431	50	119	0.000812247878940938	71
8h	PC-12	LT934125.1	-	477	120408	120454	120431	47	21	0.000658348485798483	71
12h	C6	LT934125.1	-	836	120409	120468	120431	60	87	0.000608438411346327	71
8h	PC-12	LT934125.1	-	485	122413	122497	122462	85	20	0.000626998557903317	72
	PK-15	LT934125.1	-	20	125220	125222	125222	3	10	0.147058823529412	73
12h	C6	LT934125.1	-	877	126864	126945	126926	82	114	0.000797264125212429	74
8h	C6	LT934125.1	-	397	126864	126926	126885	63	16	0.000516545601291364	74
4h	PK-15	LT934125.1	-	278	126884	126969	126926	86	24	0.000974263213444832	74
6h	PK-15	LT934125.1	-	558	126900	126974	126926	75	109	0.000879039347091509	74
8h	PC-12	LT934125.1	-	501	126910	126972	126945	63	29	0.000909147908959809	74
12h	PC-12	LT934125.1	-	770	126925	127017	126958	93	126	0.000860027165937464	74
2h	PC-12	LT934125.1	-	96	126925	126963	126963	39	5	0.00333555703802535	74
8h	PK-15	LT934125.1	-	745	126936	127017	126958	82	245	0.00107456611651805	74
12h	C6	LT934125.1	-	878	126949	127011	127002	63	108	0.000755302855464406	74
6h	C6	LT934125.1	-	272	126949	127021	126949	73	6	0.000517464424320828	74
2h	PK-15	LT934125.1	-	126	126958	127032	126958	75	6	0.00217233888486604	74
8h	PC-12	LT934125.1	-	502	126978	127071	127017	94	25	0.000783748197379146	74
4h	PK-15	LT934125.1	-	279	126980	127047	126997	68	20	0.000811886011204027	74
6h	PK-15	LT934125.1	-	559	126980	127077	127002	98	95	0.000766135210767829	74
4h	PC-12	LT934125.1	-	230	127000	127038	127000	39	7	0.000702670146556916	74
8h	C6	LT934125.1	-	399	127001	127081	127002	81	22	0.000710250201775626	74
6h	PC-12	LT934125.1	-	408	127054	127131	127089	78	32	0.00085283300463728	74
4h	PK-15	LT934125.1	-	280	127062	127137	127122	76	16	0.000649508808963222	74
6h	C6	LT934125.1	-	273	127068	127110	127095	43	6	0.000517464424320828	74
8h	PC-12	LT934125.1	-	503	127081	127140	127111	60	22	0.000689698413693649	74
2h	PK-15	LT934125.1	-	127	127101	127199	127101	99	12	0.00434467776973208	74
8h	C6	LT934125.1	-	400	127112	127179	127126	68	20	0.000645682001614205	74
2.5h	PC-12	LT934125.1	-	83	127117	127191	127117	75	6	0.00444115470022206	74
4h	PC-12	LT934125.1	-	231	127122	127185	127122	64	7	0.000702670146556916	74
6h	PK-15	LT934125.1	-	561	127153	127224	127165	72	73	0.000588714425116332	74
8h	C6	LT934125.1	-	401	127191	127264	127254	74	23	0.000742534301856336	74
4h	PC-12	LT934125.1	-	232	127204	127248	127204	45	5	0.000501907247540655	74
8h	PC-12	LT934125.1	-	505	127215	127293	127242	79	29	0.000909147908959809	74
6h	PC-12	LT934125.1	-	410	127216	127306	127242	91	25	0.000666275784872875	74
6h	C6	LT934125.1	-	275	127230	127288	127230	59	7	0.000603708495040966	74
6h	PK-15	LT934125.1	-	562	127230	127327	127314	98	127	0.0010242018080791	74
12h	C6	LT934125.1	-	882	127237	127317	127254	81	112	0.000783277035296421	74
8h	PK-15	LT934125.1	-	749	127242	127341	127288	100	209	0.000916670687152137	74
2h	PK-15	LT934125.1	-	128	127254	127341	127254	88	8	0.00289645184648805	74
4h	PK-15	LT934125.1	-	282	127254	127341	127272	88	25	0.00101485751400503	74
8h	C6	LT934125.1	-	402	127279	127362	127314	84	23	0.000742534301856336	74
4h	PC-12	LT934125.1	-	233	127293	127362	127293	70	7	0.000702670146556916	74
2.5h	PC-12	LT934125.1	-	84	127314	127377	127314	64	6	0.00444115470022206	74
6h	PK-15	LT934125.1	-	563	127330	127401	127341	72	69	0.000556456100452423	74
8h	C6	LT934125.1	-	403	127396	127472	127434	77	20	0.000645682001614205	74
4h	PC-12	LT934125.1	-	234	127396	127459	127441	64	8	0.000803051596065047	74
6h	PK-15	LT934125.1	-	564	127411	127459	127434	49	70	0.0005645206816184	74
8h	PC-12	LT934125.1	-	508	127434	127501	127434	68	24	0.00075239826948398	74
4h	PC-12	LT934125.1	-	235	127498	127597	127563	100	15	0.00150572174262196	74
6h	C6	LT934125.1	-	278	127501	127578	127522	78	10	0.00086244070720138	74
6h	PC-12	LT934125.1	-	413	127514	127611	127532	98	41	0.00109269228719151	74
4h	PK-15	LT934125.1	-	285	127517	127597	127597	81	18	0.000730697410083624	74
8h	C6	LT934125.1	-	404	127522	127620	127547	99	33	0.00106537530266344	74
8h	PC-12	LT934125.1	-	510	127563	127622	127573	60	22	0.000689698413693649	74
2h	PK-15	LT934125.1	-	131	127587	127611	127611	25	5	0.00181028240405503	74
6h	PK-15	LT934125.1	-	568	127645	127711	127645	67	69	0.000556456100452423	75
8h	PC-12	LT934125.1	-	512	127713	127779	127718	67	24	0.00075239826948398	76
6h	C6	LT934125.1	-	280	127771	127803	127771	33	6	0.000517464424320828	76
4h	PC-12	LT934125.1	-	237	127803	127902	127803	100	5	0.000501907247540655	76
6h	PK-15	LT934125.1	-	571	127823	127903	127902	81	90	0.000725812304937943	76
8h	PK-15	LT934125.1	-	756	127854	127924	127902	71	115	0.000504388177141128	76
4h	PK-15	LT934125.1	-	288	127876	127930	127902	55	18	0.000730697410083624	76
6h	C6	LT934125.1	-	281	127888	127986	127902	99	7	0.000603708495040966	76
4h	PC-12	LT934125.1	-	238	127958	127992	127958	35	5	0.000501907247540655	76
2h	C6	LT934125.1	-	55	128634	128732	128732	99	98	0.114888628370457	77
2h	PK-15	LT934125.1	-	136	128634	128732	128732	99	157	0.056842867487328	77
6h	C6	LT934125.1	-	284	128642	128738	128732	97	946	0.0815868909012506	77
12h	PK-15	LT934125.1	-	822	128655	128744	128732	90	8795	0.0201258581235698	77
8h	PK-15	LT934125.1	-	765	128655	128744	128732	90	12981	0.0569344602388607	77
8h	PC-12	LT934125.1	-	519	128658	128705	128705	48	33	0.00103454762054047	77
4h	C6	LT934125.1	-	94	128661	128738	128732	78	223	0.117183394640042	77
12h	PC-12	LT934125.1	-	789	128678	128738	128732	61	5984	0.0408444647696015	77
8h	C6	LT934125.1	-	413	128680	128738	128732	59	1807	0.0583373688458434	77
12h	C6	LT934125.1	-	898	128683	128738	128732	56	8911	0.0623194791207715	77
6h	PK-15	LT934125.1	-	580	128683	128739	128732	57	10237	0.082557117396108	77
2h	PC-12	LT934125.1	-	103	128688	128732	128732	45	141	0.0940627084723149	77
6h	PC-12	LT934125.1	-	422	128688	128738	128732	51	4554	0.121368796972443	77
4h	PK-15	LT934125.1	-	293	128692	128738	128732	47	2001	0.0812291954209629	77
4h	PC-12	LT934125.1	-	241	128694	128738	128732	45	1478	0.148363782373017	77
2.5h	PC-12	LT934125.1	-	88	128698	128732	128732	35	80	0.0592153960029608	77
1h	PC-12	LT934125.1	-	45	128714	128732	128732	19	33	0.0734966592427617	77
8h	PC-12	LT934125.1	-	520	128725	128767	128732	43	1445	0.0453006458085146	77
1h	C6	LT934125.1	-	45	128729	128732	128732	4	58	0.0893682588597843	77
2h	NRK	LT934125.1	-	35	128729	128732	128732	4	13	0.0420711974110032	77
1.5h	PC-12	LT934125.1	-	45	128729	128732	128732	4	23	0.0508849557522124	77
1h	PK-15	LT934125.1	-	35	128729	128732	128732	4	5	0.0146198830409357	77
4h	PC-12	LT934125.1	-	246	135355	135444	135407	90	9	0.000903433045573178	78
12h	PK-15	LT934125.1	-	864	136064	136131	136103	68	230	0.000526315789473684	79
12h	PK-15	LT934125.1	-	866	136180	136244	136235	65	514	0.00117620137299771	80
4h	PK-15	LT934125.1	-	305	136180	136241	136235	62	64	0.00259803523585289	80
12h	PC-12	LT934125.1	-	820	136183	136244	136235	62	202	0.00137877371047117	80
8h	PK-15	LT934125.1	-	803	136183	136247	136235	65	633	0.00277632796635073	80
6h	PK-15	LT934125.1	-	610	136193	136262	136235	70	345	0.00278228050226212	80
8h	C6	LT934125.1	-	424	136208	136247	136235	40	46	0.00148506860371267	80
12h	C6	LT934125.1	-	935	136209	136249	136235	41	119	0.000832231850002448	80
6h	PC-12	LT934125.1	-	442	136212	136244	136232	33	33	0.000879484036032194	80
8h	PC-12	LT934125.1	-	537	136218	136302	136235	85	76	0.0023825945200326	80
6h	C6	LT934125.1	-	294	136232	136288	136233	57	15	0.00129366106080207	80
4h	PC-12	LT934125.1	-	250	136232	136297	136232	66	10	0.00100381449508131	80
2h	PK-15	LT934125.1	-	141	136235	136316	136235	82	8	0.00289645184648805	80
8h	PK-15	LT934125.1	-	804	136255	136328	136295	74	253	0.00110965398971048	80
8h	C6	LT934125.1	-	425	136267	136328	136285	62	23	0.000742534301856336	80
4h	PK-15	LT934125.1	-	306	136267	136326	136285	60	63	0.00255744093529269	80
6h	PK-15	LT934125.1	-	611	136267	136360	136285	94	173	0.00139517254171405	80
6h	PC-12	LT934125.1	-	443	136269	136349	136295	81	22	0.00058632269068813	80
1h	PK-15	LT934125.1	-	37	137116	137123	137123	8	5	0.0146198830409357	81
1h	PK-15	LT934125.1	-	38	138898	138996	138898	99	8	0.0233918128654971	82
