seqnames	strand	TSS	TES	NOV_TX_ID	AllRefCat	max_count	prevalence	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_1h	NRK_dcDNA_2h	PC-12_dcDNA_0.5h	PC-12_dcDNA_1.5h	PC-12_dcDNA_12h	PC-12_dcDNA_1h	PC-12_dcDNA_2.5h	PC-12_dcDNA_2h	PC-12_dcDNA_4h	PC-12_dcDNA_6h	PC-12_dcDNA_8h	PK-15_dcDNA_12h	PK-15_dcDNA_1h	PK-15_dcDNA_2h	PK-15_dcDNA_4h	PK-15_dcDNA_6h	PK-15_dcDNA_8h
LT934125.1	+	116431	116628	NOV_TX_2733	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	91	3	45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0
LT934125.1	+	116431	116961	NOV_TX_2732	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	316	3	316	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0
LT934125.1	+	116477	116628	NOV_TX_2757	TRS1-L3::o;TRS1-L3::o	15	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0
LT934125.1	+	116477	116961	NOV_TX_2756	TRS1-L3::5`-long;TRS1-L3::5`-long	136	2	0	0	0	0	0	0	0	0	0	0	136	0	0	0	10	0	0	0	0	0	0	0	0
LT934125.1	+	116478	116628	NOV_TX_2751	TRS1-L3::o;TRS1-L3::o;TRS1-L3::o	54	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	13	0	0
LT934125.1	+	116478	116961	NOV_TX_2749	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	212	3	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	33	0	0
LT934125.1	+	116526	116961	NOV_TX_2765	TRS1-L3::5`-long;TRS1-L3::5`-long;TRS1-L3::5`-long	132	3	0	0	0	0	0	0	0	0	0	0	132	0	2	0	0	0	36	0	0	0	0	0	0
LT934125.1	+	116527	116961	NOV_TX_2762	TRS1-L3::5`-long;TRS1-L3::~;TRS1-L3::5`-long;TRS1-L3::5`-long	183	3	183	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
LT934125.1	+	116541	116628	NOV_TX_2772	TRS1-L3::3`-short;TRS1-L3::3`-short	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9
LT934125.1	+	116586	116961	NOV_TX_2777	TRS1-L::5`-long;TRS1-L::~;TRS1-L::5`-long;TRS1-L::~;TRS1-L::5`-long;TRS1-L::5`-long	221	4	221	0	0	0	0	0	0	0	0	0	205	0	0	6	20	0	0	0	0	0	0	0	0
LT934125.1	+	116606	116961	NOV_TX_2781	TRS1-L::5`-short;TRS1::5`-long;TRS1-L::5`-short;TRS1::5`-long;TRS1-L::~;TRS1::~	31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	6	0	0	0
LT934125.1	+	116622	116961	NOV_TX_2780	TRS1-L::5`-short;TRS1-L::5`-short;TRS1::5`-long;TRS1::5`-long	154	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
LT934125.1	+	116718	116961	NOV_TX_2788	TRS1-S::5`-short;TRS1-S::5`-short;TRS1-S::3`-short	92	2	0	0	0	0	0	0	0	0	0	0	92	0	0	0	8	0	0	0	0	0	0	0	0
LT934125.1	+	116719	116961	NOV_TX_2786	TRS1-S::5`-short;TRS1-S::3`-short;TRS1-S::5`-short;TRS1-S::3`-short;TRS1-S::5`-short;TRS1-S::3`-short	138	3	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	25	0	0
LT934125.1	+	116754	116961	NOV_TX_548	TRS1-S::5`-short;TRS1-S::c	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0
LT934125.1	+	116759	116961	NOV_TX_152	TRS1-S::5`-short;TRS1-S::5`-short;TRS1-S::c;TRS1-S::5`-short;TRS1-S::c	404	3	0	0	0	6	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	404	0
LT934125.1	+	116791	116961	NOV_TX_2789	TRS1-S::5`-short;TRS1-S::c;TRS1-S::5`-short;TRS1-S::5`-short;TRS1-S::5`-short;TRS1-S::5`-short;TRS1-S::c;TRS1-S::5`-short;TRS1-S::5`-short	1013	7	1006	0	0	0	0	213	0	5	0	0	0	0	0	0	0	212	0	605	0	0	116	0	1013
LT934125.1	+	116832	116961	NOV_TX_919	TRS1-S::5`-short;TRS1-S::5`-short	359	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	113	0	0
LT934125.1	+	116835	116961	NOV_TX_2792	TRS1-S::5`-short;TRS1-S::c;TRS1-S::5`-short;TRS1-S::5`-short;TRS1-S::5`-short;TRS1-S::c;TRS1-S::5`-short;TRS1-S::c;TRS1-S::5`-short;TRS1-S::c	672	6	619	0	0	0	26	0	0	0	0	0	0	0	0	0	0	170	179	0	0	0	0	540	672
LT934125.1	+	117887	120477	NOV_TX_2797	US3-4::5`-short;US3-4::5`-short;US3-4::5`-short;US3-4::5`-short;US3-4::5`-short;US3-4::5`-short;US3-4::5`-short	8	7	8	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	1	3	0	0	1	0	0
LT934125.1	+	117920	120477	NOV_TX_1099	US3-4::5`-short;US3-4::5`-short	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9
LT934125.1	+	118209	120477	NOV_TX_2806	US3-4::5`-short;US3-4::5`-short;US3-4::5`-short;US3-4::5`-short;US3-4::5`-short	8	5	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	6	0	0	0	0	8
LT934125.1	+	118381	120477	NOV_TX_2813	US4-L::5`-long;US4-L::5`-long;US4-L::5`-long	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	11
LT934125.1	+	118506	120477	NOV_TX_2817	US4-L::5`-long;US4-L::5`-long	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23
LT934125.1	+	118513	120477	NOV_TX_2816	US4-L::5`-long;US4-L::5`-long;US4-L::5`-long	26	3	0	0	0	0	0	7	0	0	0	0	26	0	0	0	0	0	18	0	0	0	0	0	0
LT934125.1	+	118529	120477	NOV_TX_2814	US4-L::5`-long;US4-L::5`-long;US4-L::5`-long;US4-L::5`-long;US4-L::5`-long	11	5	11	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	8	0
LT934125.1	+	118664	120477	NOV_TX_2819	US4-L::5`-long;US4-L::5`-long	7	2	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	118747	120477	NOV_TX_2830	US4-L::5`-long;US4-L::5`-long	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0
LT934125.1	+	118791	120477	NOV_TX_153	US4-L::5`-long;US4-L::5`-long	12	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
LT934125.1	+	118906	120477	NOV_TX_2835	US4::5`-short;US4::5`-short	334	2	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0
LT934125.1	+	118913	120477	NOV_TX_10	US4::5`-short;US4::5`-short;US4::5`-short	764	3	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	230	0
LT934125.1	+	118913	122915	NOV_TX_11	US4-6-7::5`-short;US4-6-7::5`-short;US4-6-7::5`-short	10	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LT934125.1	+	118953	120477	NOV_TX_656	US4.2::5`-long;US4.2::5`-long	41	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	34	0	0
LT934125.1	+	118969	120477	NOV_TX_2840	US4.2::5`-long;US4.2::5`-long;US4.2::5`-long	40	3	0	0	0	0	3	40	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
LT934125.1	+	118970	120477	NOV_TX_2838	US4.2::5`-long;US4.2::5`-long;US4.2::5`-long;US4.2::5`-long	188	4	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	67	153
LT934125.1	+	119017	120477	NOV_TX_2845	US4.2::5`-short;US4.2::5`-short	109	2	109	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	119071	120477	NOV_TX_2850	US4.2::5`-short;US4.3::5`-long;US4.2::5`-short;US4.3::5`-long;US4.2::5`-short;US4.3::5`-long;US4.3::5`-long	133	4	109	0	0	0	0	0	0	0	0	0	102	0	0	0	5	0	0	133	0	0	0	0	0
LT934125.1	+	119076	120477	NOV_TX_2852	US4.3::5`-long;US4.3::5`-long;US4.3::5`-long	40	3	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	40	0
LT934125.1	+	119155	120477	NOV_TX_2858	US4.3::5`-short;US4.3::5`-short	55	2	0	0	0	0	0	0	0	0	0	0	55	0	0	0	3	0	0	0	0	0	0	0	0
LT934125.1	+	119265	120477	NOV_TX_2874	US4.3-S::5`-short;US4.3-S::5`-short	489	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0
LT934125.1	+	119266	120477	NOV_TX_2873	US4.3-S::5`-short;US4.3-S::5`-short;US4.3-S::5`-short;US4.3-S::5`-short	630	4	539	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	200	0	0	45	0	0
LT934125.1	+	119304	120477	NOV_TX_586	US4.5::5`-long;US4.5::5`-long;US4.5::5`-long;US4.5::5`-long;US4.5::5`-long	57	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	11	0	0	0	0	21	57
LT934125.1	+	119337	120477	NOV_TX_183	US4.5::5`-long;US4.5::5`-long;US4.5::5`-long	27	3	0	0	0	0	1	0	0	0	0	0	26	0	0	0	0	0	0	27	0	0	0	0	0
LT934125.1	+	119346	120477	NOV_TX_2877	US4.5::5`-short;US4.5::5`-short	7	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
LT934125.1	+	119380	120477	NOV_TX_302	US4.5::5`-short;US4.5-S::5`-long;US4.5::5`-short;US4.5-S::5`-long	28	2	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
LT934125.1	+	119427	120477	NOV_TX_2883	US4.5-S2::5`-long;US4.5-S2::5`-long;US4.5-S::5`-short	35	2	0	0	0	0	1	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	119428	120477	NOV_TX_2881	US4.5-S2::5`-long;US4.5-S::5`-short;US4.5-S2::5`-long;US4.5-S::5`-short	46	2	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
LT934125.1	+	119482	120477	NOV_TX_2886	US4.6::5`-long;US4.6::5`-long;US4.6::5`-long;US4.6::5`-long	98	4	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	4	0	98	0
LT934125.1	+	119484	120477	NOV_TX_2887	US4.6::5`-long;US4.6::5`-long	200	2	0	0	0	0	0	0	0	0	0	0	200	0	0	0	9	0	0	0	0	0	0	0	0
LT934125.1	+	119485	120477	NOV_TX_2885	US4.6::5`-long;US4.6::5`-long;US4.6::5`-long;US4.6::5`-long	242	4	115	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	8	0	0
LT934125.1	+	119536	120477	NOV_TX_2888	US4.6::5`-short;US4.6::5`-short	153	2	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
LT934125.1	+	119567	120477	NOV_TX_2890	US4.6-S::5`-long;US4.6::5`-short;US4.6::5`-short;US4.6-S::5`-long;US4.6-S::5`-long;US4.6::5`-short;US4.6-S::5`-long;US4.6::5`-short;US4.6::5`-short;US4.6-S::5`-long;US4.6-S::5`-long;US4.6::5`-short;US4.6-S::5`-long;US4.6::5`-short;US4.6-S::5`-long;US4.6::5`-short;US4.6-S::5`-long;US4.6::5`-short;US4.6-S::5`-long;US4.6::5`-short;US4.6-S::5`-long;US4.6::5`-short;US4.6-S::5`-long;US4.6::5`-short	459	12	340	0	0	2	21	69	0	0	0	0	189	0	0	6	10	78	114	459	0	0	0	128	395
LT934125.1	+	119643	120477	NOV_TX_12	US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short	70	6	70	0	0	0	0	19	0	0	0	0	48	0	0	0	0	21	0	0	0	0	0	41	70
LT934125.1	+	119691	120477	NOV_TX_2897	US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short	114	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	64	0	0	0	51	114
LT934125.1	+	119693	120477	NOV_TX_2898	US4.6-S::5`-short;US4.6-S::5`-short	89	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0
LT934125.1	+	119763	120477	NOV_TX_303	US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short	72	4	0	0	0	0	0	39	0	0	0	0	0	0	0	3	11	0	72	0	0	0	0	0	0
LT934125.1	+	119764	120477	NOV_TX_2903	US4.6-S::5`-short;US4.6-S::5`-short	355	2	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0
LT934125.1	+	119808	120477	NOV_TX_2911	US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short;US4.6-S::5`-short	434	7	223	0	0	0	12	0	0	0	0	0	226	0	0	0	0	0	0	434	0	0	35	156	368
LT934125.1	+	119818	120477	NOV_TX_2912	US4.6-S::5`-short;US4.6-S::5`-short	351	2	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0
LT934125.1	+	119877	120477	NOV_TX_2925	US4.7::5`-long;US4.7::5`-long;US4.7::5`-long;US4.7::5`-long	423	4	0	0	0	0	0	62	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	117	423
LT934125.1	+	119878	120477	NOV_TX_2921	US4.7::5`-long;US4.7::5`-long;US4.7::5`-long	483	3	127	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0
LT934125.1	+	119941	120477	NOV_TX_2935	US4.7::5`-long;US4.7::5`-long;US4.7::5`-long;US4.7::5`-long;US4.7::5`-long;US4.7::5`-long;US4.7::5`-long;US4.7::5`-long;US4.7::5`-long	937	9	566	0	0	0	0	100	0	0	0	0	793	0	0	0	0	203	198	937	0	0	80	367	801
LT934125.1	+	120022	120477	NOV_TX_2943	US4.7::5`-long;US4.7::5`-long	327	2	0	0	0	0	0	0	0	0	0	0	327	0	0	0	14	0	0	0	0	0	0	0	0
LT934125.1	+	120090	120477	NOV_TX_13	US4.7::5`-short;US4.7::5`-short;US4.7::5`-short	61	3	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	7	0	0
LT934125.1	+	120130	120477	NOV_TX_2953	US4.7::5`-short;US4.7::5`-short;US4.7::5`-short;US4.7::5`-short;US4.7::5`-short;US4.7::5`-short	623	6	0	0	0	2	0	0	0	0	0	0	211	0	0	0	0	0	0	314	0	0	28	314	623
LT934125.1	+	120132	120477	NOV_TX_2954	US4.7::5`-short;US4.7::5`-short	501	2	0	0	0	0	0	0	0	0	0	0	501	0	0	0	27	0	0	0	0	0	0	0	0
LT934125.1	+	120133	120477	NOV_TX_2950	US4.7::5`-short;US4.7::5`-short;US4.7::5`-short	554	3	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	46	0	0
LT934125.1	+	120193	120477	NOV_TX_2957	US4.7-S::5`-long;US4.7-S::5`-long;US4.7-S::5`-long;US4.7-S::5`-long;US4.7-S::5`-long	597	5	418	0	0	2	0	0	0	0	0	0	464	0	0	0	0	0	0	597	0	0	44	0	0
LT934125.1	+	120246	120477	NOV_TX_2960	US4.7-S::5`-long;US4.7-S::5`-long;US4.7-S::5`-long;US4.7-S::5`-long;US4.7-S::5`-long	180	5	121	0	0	0	0	0	0	0	0	0	56	0	0	0	0	24	0	180	0	0	0	0	143
LT934125.1	+	120255	120477	NOV_TX_2961	US4.7-S::5`-long;US4.7-S::5`-long	15	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
LT934125.1	+	120312	120477	NOV_TX_14	US4.7-S::5`-short;US4.7-S::5`-short;US4.7-S::5`-short;US4.7-S::5`-short;US4.7-S::5`-short;US4.7-S::5`-short;US4.7-S::5`-short;US4.7-S::5`-short;US4.7-S::5`-short	807	9	381	0	0	0	0	166	0	0	0	4	789	0	0	9	50	0	213	0	0	0	0	377	807
LT934125.1	+	120555	121347	NOV_TX_2977	US6::3`-short;US6::3`-short;US6::3`-short;US6::3`-short;US6::3`-short;US6::3`-short	7	6	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	7	0	0	0	4	2
LT934125.1	+	120555	125230	NOV_TX_2976	US6-7-8-9-2::3`-short;US6-7-8-9-2::3`-short;US6-7-8-9-2::3`-short;US6-7-8-9-2::3`-short;US6-7-8-9-2::3`-short	6	5	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	5	0	0	0	0	6
LT934125.1	+	120937	122915	NOV_TX_2981	US7-L::5`-short;US7-L::5`-short;US7-L::5`-short;US7-L::5`-short	6	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1
LT934125.1	+	121271	122915	NOV_TX_15	US7-L2::5`-short;US7-L2::5`-short;US7-L2::5`-short	16	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0
LT934125.1	+	121583	122915	NOV_TX_2997	US7-L3::5`-long;US7-L3::5`-long	5	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0
LT934125.1	+	121837	122915	NOV_TX_3012	US7.3::5`-long;US7::5`-short;US7::5`-short;US7.3::5`-long	90	2	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0
LT934125.1	+	121839	122915	NOV_TX_3011	US7.3::5`-long;US7.3::5`-long	171	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0
LT934125.1	+	121901	122915	NOV_TX_3020	US7.3::5`-short;US7.3::5`-short;US7.3::5`-short	6	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
LT934125.1	+	121902	122915	NOV_TX_3017	US7.3::5`-short;US7.3::5`-short;US7.3::5`-short	38	3	25	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	22	0
LT934125.1	+	121925	122915	NOV_TX_185	US7.3::5`-short;US7.3::5`-short;US7.3::5`-short	9	3	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
LT934125.1	+	121979	122915	NOV_TX_3026	US7.3::5`-short;US7.3::5`-short	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17
LT934125.1	+	121996	122915	NOV_TX_307	US7.3::5`-short;US7.3::5`-short	33	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
LT934125.1	+	122024	122915	NOV_TX_924	US7.3::5`-short;US7.3::5`-short;US7.3::5`-short	32	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	32	0	0	7	0	0
LT934125.1	+	122043	122915	NOV_TX_3027	US7.3::5`-short;US7.3::5`-short	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
LT934125.1	+	122119	122915	NOV_TX_3035	US7.3-S::5`-long;US7.3-S::5`-long;US7.3-S::5`-long;US7.3-S::5`-long;US7.3-S::5`-long;US7.3-S::5`-long;US7.3-S::5`-long;US7.3-S::5`-long	39	8	27	0	0	0	0	3	0	0	0	0	20	0	0	0	1	0	9	39	0	0	0	17	24
LT934125.1	+	122301	122915	NOV_TX_450	US7.3-S::5`-short;US7.3-S::5`-short;US7.3-S::5`-short;US7.3-S::5`-short;US7.3-S::5`-short	503	5	0	0	0	0	0	0	0	0	0	0	47	0	0	0	29	115	0	0	0	0	0	246	503
LT934125.1	+	122304	122915	NOV_TX_3047	US7.3-S::5`-short;US7.3-S::5`-short;US7.3-S::5`-short	766	3	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	0	0	57	0	0
LT934125.1	+	122304	125230	NOV_TX_3048	US8-L-US9::5`-long;US8-L-US9::5`-long	9	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
LT934125.1	+	122304	126151	NOV_TX_3049	US7-8-9-2::5`-short;US7-8-9-2::5`-short	5	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LT934125.1	+	122402	122915	NOV_TX_451	US7.3-S2::5`-long;US7.3-S2::5`-long;US7.3-S2::5`-long;US7.3-S2::5`-long;US7.3-S2::5`-long;US7.3-S2::5`-long	129	6	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	25	0	129	0	0	9	50	86
LT934125.1	+	122405	122915	NOV_TX_3056	US7.3-S2::5`-long;US7.3-S2::5`-long	84	2	84	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122518	122915	NOV_TX_3070	US7.3-S2::5`-short;US7.3-S2::5`-short;US7.3-S2::5`-short	74	3	18	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	74	0
LT934125.1	+	122522	122915	NOV_TX_3069	US7.3-S2::5`-short;US7.3-S2::5`-short;US7.3-S2::5`-short	222	3	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	8	0	0
LT934125.1	+	122575	122915	NOV_TX_309	US7.3-S2::5`-short;US7.1::5`-long;US7.3-S2::5`-short;US7.1::5`-long;US7.1::5`-long;US7.3-S2::5`-short;US7.1::5`-long;US7.3-S2::5`-short	86	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	22	67
LT934125.1	+	122614	122915	NOV_TX_3079	US7.1::5`-long;US7.1::5`-long	104	2	39	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	122689	122915	NOV_TX_589	US7.1::5`-long;US7.1::5`-long	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0
LT934125.1	+	122922	125230	NOV_TX_3097	US8-9::5`-long;US8-9::5`-long;US8-9::5`-long;US8-9::5`-long;US8-9::5`-long;US8-9::5`-long;US8-9::5`-long;US8-9::5`-long;US8-9::5`-long;US8-9::5`-long;US8-9::5`-long	37	11	10	0	0	0	3	2	0	0	0	0	6	0	0	2	0	3	1	10	0	0	2	12	37
LT934125.1	+	122922	126151	NOV_TX_3098	US8-9-2::5`-long;US8-9-2::5`-long;US8-9-2::5`-long;US8-9-2::5`-long;US8-9-2::5`-long;US8-9-2::5`-long	10	6	10	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	5
LT934125.1	+	123755	125230	NOV_TX_591	US9-L5::5`-long;US9-L5::5`-long;US9-L5::5`-long;US9-L5::5`-long	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	6	0
LT934125.1	+	123780	126151	NOV_TX_23	US9-US2-L2::5`-long;US9-US2-L2::5`-long;US9-US2-L2::5`-long;US9-US2-L2::5`-long	8	4	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3
LT934125.1	+	123824	125230	NOV_TX_311	US9-L5::5`-short;US9-L5::5`-short;US9-L5::5`-short;US9-L4::5`-long	8	3	8	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	124008	125230	NOV_TX_25	US9-L4::5`-short;US9-L4::5`-short;US9-L4::5`-short;US9-L4::5`-short	5	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	4	0
LT934125.1	+	124008	126151	NOV_TX_24	US9-US2-L2::5`-short;US9-US2-L2::5`-short	10	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LT934125.1	+	124037	125230	NOV_TX_192	US9-L3::5`-long;US9-L4::5`-short;US9-L3::5`-long	8	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
LT934125.1	+	124093	125230	NOV_TX_804	US9-L3::5`-long;US9-L3::5`-long;US9-L3::5`-long;US9-L3::5`-long	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	2	6
LT934125.1	+	124162	125230	NOV_TX_26	US9-L3::5`-long;US9-L3::5`-long;US9-L3::5`-long;US9-L3::5`-long	26	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	26	0	0	0	0	18
LT934125.1	+	124162	126151	NOV_TX_27	US9-US2-L::5`-long;US9-US2-L::5`-long;US9-US2-L::5`-long	20	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	3
LT934125.1	+	124180	126151	NOV_TX_312	US9-US2-L::5`-long;US9-US2-L::5`-long	16	2	0	0	0	0	0	8	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
LT934125.1	+	124302	125230	NOV_TX_28	US9-L2::5`-short;US9-L2::5`-short;US9-L2::5`-short;US9-L2::5`-short;US9-L2::5`-short;US9-L2::5`-short;US9-L2::5`-short	384	7	254	0	0	0	0	72	0	0	0	0	0	0	0	5	0	0	0	222	0	0	33	135	384
LT934125.1	+	124302	126151	NOV_TX_29	US9-US2-L::5`-long;US9-US2-L::5`-long;US9-US2-L::5`-long;US9-US2-L::5`-long;US9-US2-L::5`-long;US9-US2-L::5`-long	58	6	58	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	28	0	0	0	8	18
LT934125.1	+	124305	125230	NOV_TX_452	US9-L2::5`-short;US9-L2::5`-short	170	2	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	50	0	0	0	0	0	0
LT934125.1	+	124305	126151	NOV_TX_453	US9-US2-L::5`-long;US9-US2-L::5`-long	20	2	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	0
LT934125.1	+	124331	125230	NOV_TX_1227	US9-L2::5`-short;US9-L2::5`-short;US9-L2::5`-short	66	3	0	0	0	0	0	0	0	0	0	0	66	0	1	0	1	0	0	0	0	0	0	0	0
LT934125.1	+	124331	126151	NOV_TX_1228	US9-US2-L::5`-long;US9-US2-L::5`-long	12	2	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0
