group	cluster	chr	start	end	strand	dominant_tss	tags	tags.dominant_tss	q_0.1	q_0.9	interquantile_width	cluster_width
C6_12h	301	LT934125.1	34091	34091	-	34091	62.941905	62.941905	34091	34091	1	1
C6_12h	302	LT934125.1	34468	34478	-	34474	300.722433	132.877354	34468	34478	11	11
C6_12h	303	LT934125.1	35221	35221	-	35221	27.97418	27.97418	35221	35221	1	1
C6_12h	304	LT934125.1	41655	41655	-	41655	20.980635	20.980635	41655	41655	1	1
C6_12h	305	LT934125.1	41992	41997	-	41995	804.257671	699.354496	41995	41995	1	6
C6_12h	306	LT934125.1	42403	42403	-	42403	20.980635	20.980635	42403	42403	1	1
C6_12h	307	LT934125.1	44754	44756	-	44756	195.819259	153.857989	44754	44756	3	3
C6_12h	308	LT934125.1	44886	44893	-	44889	2706.5019	1363.741267	44888	44893	6	8
C6_12h	309	LT934125.1	45679	45679	-	45679	34.967725	34.967725	45679	45679	1	1
C6_12h	310	LT934125.1	46104	46124	-	46104	62.941905	20.980635	46104	46124	21	21
C6_12h	311	LT934125.1	46988	46988	-	46988	27.97418	27.97418	46988	46988	1	1
C6_12h	312	LT934125.1	49599	49599	-	49599	41.96127	41.96127	49599	49599	1	1
C6_12h	313	LT934125.1	50592	50592	-	50592	90.916084	90.916084	50592	50592	1	1
C6_12h	314	LT934125.1	50953	50998	-	50986	244.774074	125.883809	50953	50986	34	46
C6_12h	315	LT934125.1	51143	51147	-	51147	3035.198511	2748.463168	51147	51147	1	5
C6_12h	316	LT934125.1	51809	51809	-	51809	27.97418	27.97418	51809	51809	1	1
C6_12h	317	LT934125.1	52232	52232	-	52232	20.980635	20.980635	52232	52232	1	1
C6_12h	318	LT934125.1	53181	53181	-	53181	20.980635	20.980635	53181	53181	1	1
C6_12h	319	LT934125.1	53551	53551	-	53551	20.980635	20.980635	53551	53551	1	1
C6_12h	320	LT934125.1	53872	53872	-	53872	20.980635	20.980635	53872	53872	1	1
C6_12h	321	LT934125.1	54101	54101	-	54101	34.967725	34.967725	54101	54101	1	1
C6_12h	322	LT934125.1	54702	54702	-	54702	41.96127	41.96127	54702	54702	1	1
C6_12h	323	LT934125.1	55369	55591	-	55438	1559.560532	216.799894	55376	55547	172	223
C6_12h	324	LT934125.1	55661	56016	-	55685	1063.018838	104.903174	55679	55967	289	356
C6_12h	325	LT934125.1	56185	56194	-	56188	70362.05582	51584.38761	56187	56189	3	10
C6_12h	326	LT934125.1	56636	56638	-	56638	69.93545	48.954815	56636	56638	3	3
C6_12h	327	LT934125.1	56944	56976	-	56946	8014.602522	6727.79025	56945	56946	2	33
C6_12h	328	LT934125.1	57167	57167	-	57167	27.97418	27.97418	57167	57167	1	1
C6_12h	329	LT934125.1	58569	58575	-	58570	1461.650896	1125.960738	58570	58572	3	7
C6_12h	330	LT934125.1	59016	59038	-	59016	111.89672	76.928995	59016	59038	23	23
C6_12h	331	LT934125.1	59275	59281	-	59277	1230.863914	874.19312	59276	59277	2	7
C6_12h	332	LT934125.1	62075	62075	-	62075	48.954815	48.954815	62075	62075	1	1
C6_12h	333	LT934125.1	63417	63427	-	63420	62480.330655	56997.391408	63420	63420	1	11
C6_12h	334	LT934125.1	64123	64127	-	64127	293.728888	125.883809	64123	64127	5	5
C6_12h	335	LT934125.1	64655	64655	-	64655	48.954815	48.954815	64655	64655	1	1
C6_12h	336	LT934125.1	64992	64992	-	64992	34.967725	34.967725	64992	64992	1	1
C6_12h	337	LT934125.1	65340	65340	-	65340	20.980635	20.980635	65340	65340	1	1
C6_12h	338	LT934125.1	65746	65753	-	65752	2909.314703	1566.554071	65749	65752	4	8
C6_12h	339	LT934125.1	65880	65883	-	65883	76.928995	48.954815	65880	65883	4	4
C6_12h	340	LT934125.1	66346	66346	-	66346	34.967725	34.967725	66346	66346	1	1
C6_12h	341	LT934125.1	66746	66761	-	66750	328.696613	174.838624	66750	66761	12	16
C6_12h	342	LT934125.1	67724	67724	-	67724	97.909629	97.909629	67724	67724	1	1
C6_12h	343	LT934125.1	68525	68549	-	68527	118.890265	69.93545	68525	68549	25	25
C6_12h	344	LT934125.1	68706	68709	-	68709	62.941905	41.96127	68706	68709	4	4
C6_12h	345	LT934125.1	68883	68896	-	68886	650.399683	237.780529	68885	68889	5	14
C6_12h	346	LT934125.1	69251	69259	-	69254	279.7418	69.93545	69253	69258	6	9
C6_12h	347	LT934125.1	70431	70474	-	70451	874.19312	167.845079	70439	70470	32	44
C6_12h	348	LT934125.1	71882	71886	-	71886	62.941905	34.967725	71882	71886	5	5
C6_12h	349	LT934125.1	72174	72174	-	72174	55.94836	55.94836	72174	72174	1	1
C6_12h	350	LT934125.1	72702	72708	-	72702	90.916085	34.967725	72702	72708	7	7
C6_12h	351	LT934125.1	72871	72876	-	72871	83.92254	27.97418	72871	72876	6	6
C6_12h	352	LT934125.1	73108	73108	-	73108	76.928995	76.928995	73108	73108	1	1
C6_12h	353	LT934125.1	74345	74345	-	74345	132.877354	132.877354	74345	74345	1	1
C6_12h	354	LT934125.1	76860	76864	-	76860	377.651428	279.741798	76860	76864	5	5
C6_12h	355	LT934125.1	79390	79390	-	79390	27.97418	27.97418	79390	79390	1	1
C6_12h	356	LT934125.1	80435	80484	-	80484	279.741799	125.883809	80435	80484	50	50
C6_12h	357	LT934125.1	80633	80657	-	80657	139.8709	69.93545	80633	80657	25	25
C6_12h	358	LT934125.1	80762	80937	-	80825	762.296403	90.916084	80820	80930	111	176
C6_12h	359	LT934125.1	81273	81279	-	81273	69.93545	27.97418	81273	81279	7	7
C6_12h	360	LT934125.1	81429	81429	-	81429	34.967725	34.967725	81429	81429	1	1
C6_12h	361	LT934125.1	81803	81842	-	81804	16266.985574	6741.77734	81804	81808	5	40
C6_12h	362	LT934125.1	82023	82026	-	82026	97.90963	76.928995	82023	82026	4	4
C6_12h	363	LT934125.1	83954	83954	-	83954	20.980635	20.980635	83954	83954	1	1
C6_12h	364	LT934125.1	86412	86412	-	86412	20.980635	20.980635	86412	86412	1	1
C6_12h	365	LT934125.1	86713	86713	-	86713	20.980635	20.980635	86713	86713	1	1
C6_12h	366	LT934125.1	86899	86928	-	86928	62.941905	34.967725	86899	86928	30	30
C6_12h	367	LT934125.1	87157	87161	-	87161	2335.844016	1881.263594	87157	87161	5	5
C6_12h	368	LT934125.1	87424	87448	-	87447	384.644973	265.754708	87443	87447	5	25
C6_12h	369	LT934125.1	88236	88236	-	88236	27.97418	27.97418	88236	88236	1	1
C6_12h	370	LT934125.1	88775	88775	-	88775	27.97418	27.97418	88775	88775	1	1
C6_12h	371	LT934125.1	89077	89081	-	89079	888.180209	755.302855	89078	89079	2	5
C6_12h	372	LT934125.1	90022	90022	-	90022	20.980635	20.980635	90022	90022	1	1
C6_12h	373	LT934125.1	91355	91355	-	91355	27.97418	27.97418	91355	91355	1	1
C6_12h	374	LT934125.1	92274	92306	-	92303	237.780529	83.922539	92274	92304	31	33
C6_12h	375	LT934125.1	92774	92830	-	92774	195.819259	111.896719	92774	92830	57	57
C6_12h	376	LT934125.1	92931	92967	-	92933	23176.60799	17721.642924	92933	92936	4	37
C6_12h	377	LT934125.1	93092	93106	-	93092	41.96127	20.980635	93092	93106	15	15
C6_12h	378	LT934125.1	93220	93265	-	93239	83.92254	41.96127	93220	93265	46	46
C6_12h	379	LT934125.1	93442	93475	-	93453	174.838625	55.94836	93442	93475	34	34
C6_12h	380	LT934125.1	93651	93657	-	93654	2615.585815	2447.740735	93654	93654	1	7
C6_12h	381	LT934125.1	94521	94565	-	94526	2335.844018	1489.625076	94526	94529	4	45
C6_12h	382	LT934125.1	94749	94749	-	94749	20.980635	20.980635	94749	94749	1	1
C6_12h	383	LT934125.1	94941	94949	-	94947	2818.398619	1811.328144	94943	94947	5	9
C6_12h	384	LT934125.1	95694	95694	-	95694	104.903174	104.903174	95694	95694	1	1
C6_12h	385	LT934125.1	96146	96146	-	96146	34.967725	34.967725	96146	96146	1	1
C6_12h	386	LT934125.1	96486	96512	-	96486	41.96127	20.980635	96486	96512	27	27
C6_12h	387	LT934125.1	96594	96608	-	96596	398.632064	188.825714	96596	96601	6	15
C6_12h	388	LT934125.1	96806	96846	-	96843	181.832169	83.922539	96806	96846	41	41
C6_12h	389	LT934125.1	97017	97017	-	97017	27.97418	27.97418	97017	97017	1	1
C6_12h	390	LT934125.1	97174	97174	-	97174	55.94836	55.94836	97174	97174	1	1
C6_12h	391	LT934125.1	97321	97367	-	97361	4881.494383	2503.689095	97337	97361	25	47
C6_12h	392	LT934125.1	97536	97536	-	97536	34.967725	34.967725	97536	97536	1	1
C6_12h	393	LT934125.1	98596	98596	-	98596	48.954815	48.954815	98596	98596	1	1
C6_12h	394	LT934125.1	102544	102544	-	102544	20.980635	20.980635	102544	102544	1	1
C6_12h	395	LT934125.1	103735	103749	-	103735	76.928995	48.954815	103735	103749	15	15
C6_12h	396	LT934125.1	104047	104047	-	104047	20.980635	20.980635	104047	104047	1	1
C6_12h	397	LT934125.1	106605	106605	-	106605	20.980635	20.980635	106605	106605	1	1
C6_12h	398	LT934125.1	107365	107379	-	107369	1426.683173	972.102749	107366	107372	7	15
C6_12h	399	LT934125.1	107543	107560	-	107559	1132.954284	1028.051109	107559	107559	1	18
C6_12h	400	LT934125.1	108727	108740	-	108727	41.96127	20.980635	108727	108740	14	14
C6_12h	401	LT934125.1	110950	110950	-	110950	20.980635	20.980635	110950	110950	1	1
C6_12h	402	LT934125.1	111103	111103	-	111103	27.97418	27.97418	111103	111103	1	1
C6_12h	403	LT934125.1	115306	115306	-	115306	20.980635	20.980635	115306	115306	1	1
C6_12h	404	LT934125.1	115518	115533	-	115528	944.128569	426.606242	115522	115532	11	16
C6_12h	405	LT934125.1	115602	115710	-	115634	1104.980106	146.864444	115624	115680	57	109
C6_12h	406	LT934125.1	115855	115855	-	115855	20.980635	20.980635	115855	115855	1	1
C6_12h	407	LT934125.1	116579	116579	-	116579	27.97418	27.97418	116579	116579	1	1
C6_12h	408	LT934125.1	116890	116890	-	116890	34.967725	34.967725	116890	116890	1	1
C6_12h	409	LT934125.1	118400	118400	-	118400	41.96127	41.96127	118400	118400	1	1
C6_12h	410	LT934125.1	119040	119067	-	119058	524.515873	307.715978	119050	119061	12	28
C6_12h	411	LT934125.1	119362	119362	-	119362	20.980635	20.980635	119362	119362	1	1
C6_12h	412	LT934125.1	119478	119499	-	119499	314.709524	181.832169	119481	119499	19	22
C6_12h	413	LT934125.1	119896	119931	-	119910	251.767619	104.903174	119910	119923	14	36
C6_12h	414	LT934125.1	120241	120241	-	120241	83.922539	83.922539	120241	120241	1	1
C6_12h	415	LT934125.1	120409	120454	-	120431	538.502963	202.812804	120418	120454	37	46
C6_12h	416	LT934125.1	121507	121507	-	121507	34.967725	34.967725	121507	121507	1	1
C6_12h	417	LT934125.1	122412	122462	-	122413	265.75471	62.941905	122413	122462	50	51
C6_12h	418	LT934125.1	122806	122806	-	122806	41.96127	41.96127	122806	122806	1	1
C6_12h	419	LT934125.1	124781	124814	-	124781	321.70307	76.928995	124781	124805	25	34
C6_12h	420	LT934125.1	125130	125130	-	125130	20.980635	20.980635	125130	125130	1	1
C6_12h	421	LT934125.1	125505	125505	-	125505	27.97418	27.97418	125505	125505	1	1
C6_12h	422	LT934125.1	126103	126112	-	126112	209.806349	160.851534	126103	126112	10	10
C6_12h	423	LT934125.1	126915	127350	-	126926	2433.753654	398.632063	126926	127314	389	436
C6_12h	424	LT934125.1	127396	127459	-	127434	314.709524	139.870899	127416	127456	41	64
C6_12h	425	LT934125.1	127645	127645	-	127645	62.941905	62.941905	127645	127645	1	1
C6_12h	426	LT934125.1	127754	127774	-	127754	97.90963	41.96127	127754	127774	21	21
C6_12h	427	LT934125.1	127876	127902	-	127902	111.89672	69.93545	127876	127902	27	27
C6_12h	428	LT934125.1	128173	128173	-	128173	27.97418	27.97418	128173	128173	1	1
C6_12h	429	LT934125.1	128729	128738	-	128732	60347.299443	51164.774913	128731	128732	2	10
C6_12h	430	LT934125.1	130831	130833	-	130833	118.890264	83.922539	130831	130833	3	3
C6_12h	431	LT934125.1	135094	135094	-	135094	20.980635	20.980635	135094	135094	1	1
C6_12h	432	LT934125.1	135407	135407	-	135407	20.980635	20.980635	135407	135407	1	1
C6_12h	433	LT934125.1	135562	135562	-	135562	20.980635	20.980635	135562	135562	1	1
C6_12h	434	LT934125.1	135666	135666	-	135666	20.980635	20.980635	135666	135666	1	1
C6_12h	435	LT934125.1	135892	135892	-	135892	20.980635	20.980635	135892	135892	1	1
C6_12h	436	LT934125.1	136047	136047	-	136047	27.97418	27.97418	136047	136047	1	1
C6_12h	437	LT934125.1	136212	136244	-	136235	783.277037	349.677248	136232	136235	4	33
C6_12h	438	LT934125.1	136682	136688	-	136686	83.92254	34.967725	136682	136688	7	7
C6_12h	439	LT934125.1	137116	137121	-	137116	83.92254	48.954815	137116	137121	6	6
C6_12h	440	LT934125.1	137301	137301	-	137301	20.980635	20.980635	137301	137301	1	1
C6_12h	441	LT934125.1	137733	137733	-	137733	20.980635	20.980635	137733	137733	1	1
C6_12h	442	LT934125.1	137903	137903	-	137903	27.97418	27.97418	137903	137903	1	1
C6_12h	443	LT934125.1	138568	138568	-	138568	20.980635	20.980635	138568	138568	1	1
C6_12h	444	LT934125.1	139723	139723	-	139723	20.980635	20.980635	139723	139723	1	1
C6_12h	445	LT934125.1	141655	141655	-	141655	20.980635	20.980635	141655	141655	1	1
C6_12h	446	LT934125.1	142424	142424	-	142424	20.980635	20.980635	142424	142424	1	1
C6_1h	1	LT934125.1	990	990	+	990	1540.832049	1540.832049	990	990	1	1
C6_1h	2	LT934125.1	1332	1337	+	1337	16949.152543	7704.160247	1334	1337	4	6
C6_1h	3	LT934125.1	7588	7594	+	7588	4622.496147	1540.832049	7588	7594	7	7
C6_1h	4	LT934125.1	7858	7858	+	7858	1540.832049	1540.832049	7858	7858	1	1
C6_1h	5	LT934125.1	9267	9272	+	9270	24653.312788	20030.816641	9269	9270	2	6
C6_1h	6	LT934125.1	9548	9550	+	9548	4622.496148	3081.664099	9548	9550	3	3
C6_1h	7	LT934125.1	10431	10431	+	10431	1540.832049	1540.832049	10431	10431	1	1
C6_1h	8	LT934125.1	13455	13458	+	13455	3081.664098	1540.832049	13455	13458	4	4
C6_1h	9	LT934125.1	14048	14054	+	14048	16949.152542	13867.488444	14048	14051	4	7
C6_1h	10	LT934125.1	14671	14671	+	14671	1540.832049	1540.832049	14671	14671	1	1
C6_1h	11	LT934125.1	15675	15678	+	15675	3081.664098	1540.832049	15675	15678	4	4
C6_1h	12	LT934125.1	25420	25424	+	25420	6163.328196	1540.832049	25420	25424	5	5
C6_1h	13	LT934125.1	26486	26486	+	26486	1540.832049	1540.832049	26486	26486	1	1
C6_1h	14	LT934125.1	26706	26706	+	26706	1540.832049	1540.832049	26706	26706	1	1
C6_1h	15	LT934125.1	30240	30240	+	30240	1540.832049	1540.832049	30240	30240	1	1
C6_1h	16	LT934125.1	30932	30932	+	30932	1540.832049	1540.832049	30932	30932	1	1
C6_1h	17	LT934125.1	31096	31098	+	31096	12326.656394	6163.328197	31096	31098	3	3
C6_1h	18	LT934125.1	32036	32036	+	32036	1540.832049	1540.832049	32036	32036	1	1
C6_1h	19	LT934125.1	33570	33570	+	33570	1540.832049	1540.832049	33570	33570	1	1
C6_1h	20	LT934125.1	43598	43598	+	43598	1540.832049	1540.832049	43598	43598	1	1
C6_1h	21	LT934125.1	44810	44812	+	44812	10785.824346	7704.160247	44810	44812	3	3
C6_1h	22	LT934125.1	45415	45415	+	45415	1540.832049	1540.832049	45415	45415	1	1
C6_1h	23	LT934125.1	46026	46026	+	46026	1540.832049	1540.832049	46026	46026	1	1
C6_1h	24	LT934125.1	46233	46243	+	46233	6163.328197	3081.664099	46233	46243	11	11
C6_1h	25	LT934125.1	46453	46467	+	46453	3081.664098	1540.832049	46453	46467	15	15
C6_1h	26	LT934125.1	47018	47018	+	47018	1540.832049	1540.832049	47018	47018	1	1
C6_1h	27	LT934125.1	48567	48581	+	48567	50847.457627	33898.305085	48567	48570	4	15
C6_1h	28	LT934125.1	51908	51908	+	51908	1540.832049	1540.832049	51908	51908	1	1
C6_1h	29	LT934125.1	52444	52461	+	52460	21571.648691	13867.488444	52444	52461	18	18
C6_1h	30	LT934125.1	54360	54360	+	54360	1540.832049	1540.832049	54360	54360	1	1
C6_1h	31	LT934125.1	55627	55627	+	55627	1540.832049	1540.832049	55627	55627	1	1
C6_1h	32	LT934125.1	56023	56023	+	56023	1540.832049	1540.832049	56023	56023	1	1
C6_1h	33	LT934125.1	59044	59073	+	59068	36979.969183	26194.144838	59044	59068	25	30
C6_1h	34	LT934125.1	61499	61499	+	61499	1540.832049	1540.832049	61499	61499	1	1
C6_1h	35	LT934125.1	61931	61931	+	61931	1540.832049	1540.832049	61931	61931	1	1
C6_1h	36	LT934125.1	62215	62215	+	62215	1540.832049	1540.832049	62215	62215	1	1
C6_1h	37	LT934125.1	68787	68787	+	68787	1540.832049	1540.832049	68787	68787	1	1
C6_1h	38	LT934125.1	69421	69421	+	69421	1540.832049	1540.832049	69421	69421	1	1
C6_1h	39	LT934125.1	70529	70534	+	70531	24653.312788	12326.656394	70529	70532	4	6
C6_1h	40	LT934125.1	73376	73376	+	73376	1540.832049	1540.832049	73376	73376	1	1
C6_1h	41	LT934125.1	74400	74403	+	74402	9244.992295	6163.328197	74400	74403	4	4
C6_1h	42	LT934125.1	76683	76689	+	76683	6163.328197	3081.664099	76683	76689	7	7
C6_1h	43	LT934125.1	78039	78044	+	78044	6163.328197	4622.496148	78039	78044	6	6
C6_1h	44	LT934125.1	78653	78653	+	78653	1540.832049	1540.832049	78653	78653	1	1
C6_1h	45	LT934125.1	79418	79444	+	79440	10785.824345	4622.496148	79418	79444	27	27
C6_1h	46	LT934125.1	79749	79749	+	79749	1540.832049	1540.832049	79749	79749	1	1
C6_1h	47	LT934125.1	88883	88883	+	88883	3081.664099	3081.664099	88883	88883	1	1
C6_1h	48	LT934125.1	94382	94382	+	94382	1540.832049	1540.832049	94382	94382	1	1
C6_1h	49	LT934125.1	114985	114988	+	114985	89368.25886	75500.770416	114985	114988	4	4
C6_1h	50	LT934125.1	116234	116261	+	116234	3081.664098	1540.832049	116234	116261	28	28
C6_1h	51	LT934125.1	116546	116546	+	116546	1540.832049	1540.832049	116546	116546	1	1
C6_1h	52	LT934125.1	116706	116715	+	116706	3081.664098	1540.832049	116706	116715	10	10
C6_1h	53	LT934125.1	117769	117769	+	117769	3081.664099	3081.664099	117769	117769	1	1
C6_1h	54	LT934125.1	118860	118866	+	118864	77041.602465	30816.640986	118860	118866	7	7
C6_1h	55	LT934125.1	119857	119857	+	119857	1540.832049	1540.832049	119857	119857	1	1
C6_1h	56	LT934125.1	120117	120117	+	120117	1540.832049	1540.832049	120117	120117	1	1
C6_1h	57	LT934125.1	120329	120329	+	120329	1540.832049	1540.832049	120329	120329	1	1
C6_1h	58	LT934125.1	120555	120555	+	120555	3081.664099	3081.664099	120555	120555	1	1
C6_1h	59	LT934125.1	121311	121311	+	121311	1540.832049	1540.832049	121311	121311	1	1
C6_1h	60	LT934125.1	121784	121786	+	121784	16949.152543	13867.488444	121784	121786	3	3
C6_1h	61	LT934125.1	121901	121901	+	121901	1540.832049	1540.832049	121901	121901	1	1
C6_1h	62	LT934125.1	122979	122981	+	122981	10785.824345	6163.328197	122979	122981	3	3
C6_1h	63	LT934125.1	124034	124034	+	124034	1540.832049	1540.832049	124034	124034	1	1
C6_1h	64	LT934125.1	124397	124397	+	124397	1540.832049	1540.832049	124397	124397	1	1
C6_1h	65	LT934125.1	124756	124756	+	124756	1540.832049	1540.832049	124756	124756	1	1
C6_1h	66	LT934125.1	124937	124937	+	124937	1540.832049	1540.832049	124937	124937	1	1
C6_1h	67	LT934125.1	125222	125236	+	125223	55469.953774	27734.976888	125223	125225	3	15
C6_1h	68	LT934125.1	125701	125701	+	125701	1540.832049	1540.832049	125701	125701	1	1
C6_1h	69	LT934125.1	125844	125844	+	125844	1540.832049	1540.832049	125844	125844	1	1
C6_1h	70	LT934125.1	3043	3043	-	3043	1540.832049	1540.832049	3043	3043	1	1
C6_1h	71	LT934125.1	3908	3910	-	3908	12326.656394	6163.328197	3908	3910	3	3
C6_1h	72	LT934125.1	9494	9498	-	9494	12326.656394	10785.824345	9494	9498	5	5
C6_1h	73	LT934125.1	15834	15834	-	15834	1540.832049	1540.832049	15834	15834	1	1
C6_1h	74	LT934125.1	17324	17324	-	17324	1540.832049	1540.832049	17324	17324	1	1
C6_1h	75	LT934125.1	17472	17472	-	17472	1540.832049	1540.832049	17472	17472	1	1
C6_1h	76	LT934125.1	17811	17811	-	17811	1540.832049	1540.832049	17811	17811	1	1
C6_1h	77	LT934125.1	17975	17975	-	17975	1540.832049	1540.832049	17975	17975	1	1
C6_1h	78	LT934125.1	19467	19473	-	19471	10785.824345	4622.496148	19467	19473	7	7
C6_1h	79	LT934125.1	22285	22285	-	22285	1540.832049	1540.832049	22285	22285	1	1
C6_1h	80	LT934125.1	22809	22809	-	22809	1540.832049	1540.832049	22809	22809	1	1
C6_1h	81	LT934125.1	22987	22987	-	22987	1540.832049	1540.832049	22987	22987	1	1
C6_1h	82	LT934125.1	23614	23614	-	23614	1540.832049	1540.832049	23614	23614	1	1
C6_1h	83	LT934125.1	25310	25313	-	25310	6163.328198	3081.664099	25310	25313	4	4
C6_1h	84	LT934125.1	29404	29414	-	29404	6163.328196	1540.832049	29404	29414	11	11
C6_1h	85	LT934125.1	30578	30578	-	30578	1540.832049	1540.832049	30578	30578	1	1
C6_1h	86	LT934125.1	31198	31198	-	31198	1540.832049	1540.832049	31198	31198	1	1
C6_1h	87	LT934125.1	33847	33847	-	33847	1540.832049	1540.832049	33847	33847	1	1
C6_1h	88	LT934125.1	34452	34480	-	34474	9244.992295	3081.664099	34452	34480	29	29
C6_1h	89	LT934125.1	45257	45257	-	45257	1540.832049	1540.832049	45257	45257	1	1
C6_1h	90	LT934125.1	50200	50200	-	50200	1540.832049	1540.832049	50200	50200	1	1
C6_1h	91	LT934125.1	50735	50735	-	50735	1540.832049	1540.832049	50735	50735	1	1
C6_1h	92	LT934125.1	51142	51147	-	51147	16949.152542	13867.488444	51144	51147	4	6
C6_1h	93	LT934125.1	52816	52816	-	52816	1540.832049	1540.832049	52816	52816	1	1
C6_1h	94	LT934125.1	55718	55718	-	55718	1540.832049	1540.832049	55718	55718	1	1
C6_1h	95	LT934125.1	56184	56194	-	56188	69337.442218	41602.465331	56185	56190	6	11
C6_1h	96	LT934125.1	56948	56948	-	56948	1540.832049	1540.832049	56948	56948	1	1
C6_1h	97	LT934125.1	63410	63420	-	63420	13867.488443	10785.824345	63410	63420	11	11
C6_1h	98	LT934125.1	65744	65752	-	65752	6163.328197	3081.664099	65744	65752	9	9
C6_1h	99	LT934125.1	68885	68885	-	68885	1540.832049	1540.832049	68885	68885	1	1
C6_1h	100	LT934125.1	78864	78864	-	78864	1540.832049	1540.832049	78864	78864	1	1
C6_1h	101	LT934125.1	80825	80825	-	80825	1540.832049	1540.832049	80825	80825	1	1
C6_1h	102	LT934125.1	81579	81579	-	81579	1540.832049	1540.832049	81579	81579	1	1
C6_1h	103	LT934125.1	81805	81813	-	81805	3081.664098	1540.832049	81805	81813	9	9
C6_1h	104	LT934125.1	87157	87161	-	87161	4622.496148	3081.664099	87157	87161	5	5
C6_1h	105	LT934125.1	92929	92936	-	92929	4622.496147	1540.832049	92929	92936	8	8
C6_1h	106	LT934125.1	94526	94529	-	94529	4622.496148	3081.664099	94526	94529	4	4
C6_1h	107	LT934125.1	96536	96536	-	96536	1540.832049	1540.832049	96536	96536	1	1
C6_1h	108	LT934125.1	96702	96702	-	96702	1540.832049	1540.832049	96702	96702	1	1
C6_1h	109	LT934125.1	97317	97361	-	97344	57010.785824	18489.984592	97337	97344	8	45
C6_1h	110	LT934125.1	119061	119061	-	119061	1540.832049	1540.832049	119061	119061	1	1
C6_1h	111	LT934125.1	127002	127011	-	127002	3081.664098	1540.832049	127002	127011	10	10
C6_1h	112	LT934125.1	127171	127171	-	127171	1540.832049	1540.832049	127171	127171	1	1
C6_1h	113	LT934125.1	127386	127386	-	127386	1540.832049	1540.832049	127386	127386	1	1
C6_1h	114	LT934125.1	128729	128732	-	128732	89368.25886	75500.770416	128729	128732	4	4
